City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Najran,SA,17.4924,44.1277,61.45,36,0,4.38,clear sky
454,Posse,BR,-14.0931,-46.3694,68.63,86,88,3.42,overcast clouds
455,Bitkine,TD,11.9801,18.2138,63.16,20,7,7.09,clear sky
456,Quatre Cocos,MU,-20.2078,57.7625,79.09,91,100,31.16,moderate rain
457,Vanatori,RO,45.7333,27.25,31.91,83,100,3.02,overcast clouds
458,Temerloh,MY,3.4483,102.4176,81.25,69,52,2.68,broken clouds
459,Port Blair,IN,11.6667,92.75,69.84,94,20,2.3,mist
460,Andros Town,BS,24.7,-77.7667,66.16,61,100,18.9,overcast clouds
461,Chandbali,IN,20.7833,86.7667,67.06,47,6,4.68,clear sky
462,Faya,SA,18.3851,42.4509,51.91,60,0,4.5,clear sky
463,Mizan Teferi,ET,6.9833,35.5833,64.99,49,100,1.77,overcast clouds
464,Ogaminana,NG,7.5946,6.2248,72.63,18,0,3.58,clear sky
465,Coihaique,CL,-45.5752,-72.0662,60.75,44,0,10.36,clear sky
466,Newark,US,40.7357,-74.1724,36.99,75,75,5.75,broken clouds
467,Calabozo,VE,8.9242,-67.4293,82.83,46,20,3.31,few clouds
468,Nakhon Thai,TH,17.1006,100.8374,81.39,63,11,1.34,few clouds
469,Benghazi,LY,32.1167,20.0667,57.16,55,85,23.6,overcast clouds
470,Bela,IN,25.9333,81.9833,54.05,75,0,2.55,clear sky
471,Burgos,ES,42.3394,-3.7079,32.41,93,0,6.91,clear sky
472,Tynda,RU,55.1667,124.7167,-10.32,79,20,5.77,few clouds
473,Takoradi,GH,4.8845,-1.7554,78.48,85,94,4.76,overcast clouds
474,North Platte,US,41.1239,-100.7654,26.49,37,100,5.99,overcast clouds
475,Aklavik,CA,68.2191,-135.0107,-13.97,100,97,3.85,overcast clouds
476,Ust-Ilimsk,RU,58.0006,102.6619,-5.89,99,100,4.03,overcast clouds
477,Cercal,PT,37.806,-8.6715,51.75,63,0,5.37,clear sky
478,Saint-Paul,RE,-21.0096,55.2707,80.69,89,100,12.12,light rain
479,Kabare,CD,-2.4683,28.8242,61.05,91,100,2.13,overcast clouds
480,Praia,CV,14.9215,-23.5087,79.34,44,75,14.97,broken clouds
481,Debre Sina,ET,9.85,39.7667,46.47,82,100,2.55,overcast clouds
482,Nobeoka,JP,32.5833,131.6667,39.76,34,100,0.81,overcast clouds
483,Rincon,US,32.296,-81.2354,52.25,74,0,10.36,clear sky
484,Hirara,JP,24.8,125.2833,67.86,88,75,3.44,broken clouds
485,Sinop,TR,41.7711,34.8709,35.1,88,100,17.25,overcast clouds
486,Fukue,JP,32.6881,128.8419,44.96,61,75,8.05,broken clouds
487,Takikawa,JP,43.5528,141.9064,26.31,75,74,4.09,light snow
488,Nemuro,JP,43.3236,145.575,25.23,66,14,18.57,few clouds
489,Paamiut,GL,61.994,-49.6678,4.78,91,100,11.12,light snow
490,Baruun-Urt,MN,46.6806,113.2792,-5.57,88,6,6.51,clear sky
491,Lagos,NG,6.5833,3.75,77.32,82,7,4.45,clear sky
492,Mehamn,NO,71.0357,27.8492,16.88,81,90,9.84,overcast clouds
493,Saint George,US,37.1041,-113.5841,45.95,24,0,21.0,clear sky
494,Sambava,MG,-14.2667,50.1667,74.03,82,100,5.55,overcast clouds
495,Rafai,CF,4.95,23.9167,68.09,35,80,2.75,broken clouds
496,Korla,CN,41.7597,86.1469,22.06,48,0,2.37,clear sky
497,Thaba-Tseka,LS,-29.522,28.6084,56.17,68,96,3.13,overcast clouds
498,Carballo,ES,43.213,-8.691,46.76,88,0,4.07,clear sky
499,Baie-Comeau,CA,49.2168,-68.1489,12.2,72,0,14.97,clear sky
500,Tiksi,RU,71.6872,128.8694,-9.4,96,100,6.96,overcast clouds
501,Tornio,FI,65.8481,24.1466,12.22,91,100,9.6,overcast clouds
502,Marsh Harbour,BS,26.5412,-77.0636,68.2,57,100,19.19,overcast clouds
503,Watrous,CA,51.6668,-105.4679,-9.62,64,15,11.5,few clouds
504,Port Hueneme,US,34.1478,-119.1951,61.72,76,0,5.75,clear sky
505,Portales,US,34.1862,-103.3344,40.19,42,100,9.28,overcast clouds
506,Eskil,TR,38.4017,33.4131,33.55,85,100,16.89,overcast clouds
507,Yabelo,ET,4.8833,38.0833,59.9,47,88,4.9,overcast clouds
508,Gnjilane,XK,42.4604,21.4699,30.52,90,98,3.47,overcast clouds
509,Pangoa,PE,-12.1167,-73.0,66.38,97,100,2.51,overcast clouds
510,Tual,ID,-5.6667,132.75,80.53,80,100,9.69,overcast clouds
511,Tecpan,GT,14.7623,-90.9947,54.72,94,33,1.95,scattered clouds
512,Sinnamary,GF,5.3833,-52.95,77.05,82,90,12.17,light rain
513,Isangel,VU,-19.55,169.2667,86.11,84,75,2.3,broken clouds
514,Manga,BF,11.6636,-1.0731,66.7,11,81,8.75,broken clouds
515,Vrangel,RU,42.7297,133.0839,18.32,52,0,13.71,clear sky
516,Santa Luzia,BR,-19.7697,-43.8514,69.08,94,75,6.91,thunderstorm with light rain
517,San Jeronimo,PE,-11.9472,-75.2829,50.76,86,100,0.34,overcast clouds
518,Sarakhs,IR,36.5449,61.1577,44.74,57,100,6.91,overcast clouds
519,Sabang,ID,5.8933,95.3214,80.96,73,16,6.98,few clouds
520,Genhe,CN,50.7833,121.5167,-3.28,85,95,2.86,overcast clouds
521,Andenes,NO,69.3143,16.1194,24.78,63,68,14.97,broken clouds
522,Sorong,ID,-0.8833,131.25,82.06,71,100,2.66,overcast clouds
523,Ladybrand,ZA,-29.1945,27.4574,60.69,80,100,2.24,overcast clouds
524,Kaiyuan,CN,23.6977,103.3037,50.25,90,100,2.39,overcast clouds
525,Geraldton,AU,-28.7667,114.6,93.61,20,0,29.93,clear sky
526,Mersing,MY,2.4312,103.8405,78.71,89,40,2.3,scattered clouds
527,Anadyr,RU,64.75,177.4833,23.5,54,2,17.9,clear sky
528,Bhawanipatna,IN,19.9,83.1667,62.4,40,0,2.42,clear sky
529,Stromness,GB,58.965,-3.296,40.96,89,100,17.52,overcast clouds
530,Homer,US,59.6425,-151.5483,37.29,70,100,0.0,overcast clouds
531,Oum Hadjer,TD,13.2954,19.6966,62.31,18,1,8.34,clear sky
532,Krasnoselkup,RU,65.7,82.4667,-16.44,100,90,3.22,overcast clouds
533,Cozumel,MX,20.5083,-86.9458,75.18,80,20,5.01,few clouds
534,Saint-Georges,GD,12.0564,-61.7485,78.48,83,20,16.11,few clouds
535,Maragogi,BR,-9.0122,-35.2225,78.42,80,12,6.13,few clouds
536,Bilma,NE,18.6853,12.9164,53.49,23,0,6.04,clear sky
537,Bilibino,RU,68.0546,166.4372,6.17,60,100,6.46,overcast clouds
538,Kudahuvadhoo,MV,2.6708,72.8944,82.71,76,2,14.52,clear sky
539,Seymchan,RU,62.8833,152.4333,-7.29,90,100,5.5,overcast clouds
540,Pontal,BR,-21.0225,-48.0372,75.47,97,100,2.1,overcast clouds
541,Wolverhampton,GB,52.5855,-2.123,50.63,90,100,1.01,overcast clouds
542,Biltine,TD,14.5333,20.9167,61.75,19,0,5.77,clear sky
543,Verkhnevilyuysk,RU,63.4453,120.3167,-28.52,98,92,5.86,overcast clouds
544,Brae,GB,60.3964,-1.353,40.91,66,99,19.01,overcast clouds
545,Salym,RU,60.0625,71.4789,2.95,99,93,4.76,overcast clouds
546,Xiaoweizhai,CN,26.1903,107.5125,32.41,90,100,4.99,light snow
547,Caruray,PH,10.3094,119.0128,81.68,79,66,11.99,broken clouds
548,Archidona,ES,37.0965,-4.3887,45.66,82,0,5.14,clear sky
549,Eureka,US,40.8021,-124.1637,48.81,78,0,11.01,clear sky
550,Mayo,US,38.8876,-76.5119,35.55,82,0,0.0,haze
551,Panaba,MX,21.2833,-88.2667,70.09,78,0,9.91,clear sky
552,Vieux-Habitants,GP,16.0589,-61.7659,72.97,78,0,8.01,clear sky
553,Puerto Quijarro,BO,-17.7833,-57.7667,72.99,99,100,2.95,overcast clouds
554,Arona,ES,28.0996,-16.681,67.8,58,20,5.99,few clouds
555,Constitucion,CL,-35.3333,-72.4167,57.33,93,13,3.76,few clouds
556,Vadso,NO,70.0744,29.7487,-10.32,80,100,6.85,overcast clouds
557,Talnakh,RU,69.4865,88.3972,2.21,95,100,7.72,overcast clouds
558,Palamos,ES,41.8484,3.1291,53.31,61,0,0.65,clear sky
559,Shaowu,CN,27.3409,117.4831,45.28,98,100,1.97,overcast clouds
560,Grand-Lahou,CI,5.1367,-5.0242,78.06,88,100,6.62,overcast clouds
561,Cardston,CA,49.2,-113.3019,-0.56,84,100,4.61,overcast clouds
562,Warwick,US,41.7001,-71.4162,35.15,83,100,3.44,overcast clouds
563,Nehe,CN,48.4833,124.8333,2.75,81,95,4.32,overcast clouds
564,Aska,IN,19.6061,84.6725,65.44,44,0,2.71,clear sky
565,Izhma,RU,65.0083,53.9113,15.37,94,100,7.34,overcast clouds
566,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,67.66,98,100,4.61,overcast clouds
567,Fushan,CN,37.4958,121.2581,32.22,46,3,8.32,clear sky
568,Ganzhou,CN,28.8184,115.4327,37.58,86,100,6.78,overcast clouds
569,Chicama,PE,-7.8447,-79.1469,64.94,67,21,6.08,few clouds
570,Magadan,RU,59.5667,150.8,7.12,76,98,11.16,overcast clouds
571,Menongue,AO,-14.6585,17.691,61.0,64,100,1.86,overcast clouds
572,Saint-Lo,FR,49.1162,-1.0903,51.19,84,100,12.17,overcast clouds
573,Ngunguru,NZ,-35.6167,174.5,77.16,78,100,13.91,overcast clouds
574,Karema,TZ,-6.8205,30.4389,68.56,88,100,4.36,overcast clouds
575,Zabol,AF,32.25,67.25,34.43,99,100,10.98,light snow
576,Bandiagara,ML,14.3501,-3.6104,66.36,9,55,9.22,broken clouds
577,Mangrol,IN,21.1167,70.1167,67.44,64,1,6.58,clear sky
578,Manicore,BR,-5.8092,-61.3003,73.72,98,97,2.37,overcast clouds
579,Derzhavinsk,KZ,51.1,66.3167,9.39,87,100,5.01,overcast clouds
580,Skegness,GB,53.1436,0.3363,50.29,81,100,17.4,overcast clouds
581,Sioux Lookout,CA,50.1001,-91.917,1.78,78,100,16.11,overcast clouds
582,Deputatskiy,RU,69.3,139.9,-14.49,98,100,1.07,overcast clouds
583,Palestine,PS,31.9216,35.2033,45.46,80,0,3.69,clear sky
584,Ulaangom,MN,49.9811,92.0667,-23.03,87,93,3.04,overcast clouds
585,East Norriton,US,40.1518,-75.3366,32.34,81,32,3.0,scattered clouds
586,Hsinchu,TW,24.8036,120.9686,64.11,73,15,16.96,few clouds
587,Altay,CN,47.8667,88.1167,8.94,84,99,4.59,overcast clouds
588,Kalmunai,LK,7.4167,81.8167,73.45,76,3,2.44,clear sky
589,Teplodar,UA,46.5059,30.3252,33.44,99,100,5.7,snow
590,Ugoofaaru,MV,5.6667,73.0,82.31,73,25,15.59,scattered clouds
591,Las Vegas,US,36.175,-115.1372,57.88,16,0,10.36,clear sky
592,Ha Tinh,VN,18.3333,105.9,62.82,88,100,2.82,overcast clouds
593,Kiama,AU,-34.6833,150.8667,68.58,79,100,1.99,overcast clouds
594,Pochutla,MX,15.7432,-96.4661,78.82,76,1,5.53,clear sky
595,Tateyama,JP,34.9833,139.8667,51.15,40,0,10.92,clear sky
596,Rumonge,BI,-3.9736,29.4386,69.57,84,100,3.98,overcast clouds
597,Boshnyakovo,RU,49.6333,142.1667,8.28,82,89,10.96,overcast clouds
598,Jambi,ID,-1.6,103.6167,77.68,86,98,3.4,heavy intensity rain
599,Jiuquan,CN,39.7432,98.5174,20.7,31,0,5.59,clear sky
600,Burns Lake,CA,54.2331,-125.7533,13.42,99,99,3.83,overcast clouds
601,Katsuura,JP,35.1333,140.3,48.31,39,0,16.98,clear sky
602,Pleasanton,US,37.6624,-121.8747,59.34,36,0,5.28,clear sky
603,Yambio,SS,4.5721,28.3955,69.03,29,97,3.18,overcast clouds
604,Monte Aprazivel,BR,-20.7725,-49.7142,72.25,96,100,4.27,overcast clouds
605,Montoro,ES,38.0241,-4.3834,45.07,64,0,3.09,clear sky
606,Vagur,FO,61.4732,-6.8119,40.5,72,100,21.36,overcast clouds
607,Feni,BD,23.0186,91.41,63.12,80,1,3.0,clear sky
608,Kupang,ID,-10.1667,123.5833,82.92,76,19,14.45,few clouds
609,Cap-Aux-Meules,CA,47.3821,-61.8597,15.85,73,100,3.44,overcast clouds
610,Samarai,PG,-10.6167,150.6667,82.51,74,100,9.89,light rain
611,Shache,CN,38.4167,77.2406,26.71,50,49,2.19,scattered clouds
612,Carbonia,IT,39.1672,8.5222,45.0,81,3,12.91,clear sky
613,Deloraine,AU,-41.5333,146.6667,65.23,28,47,3.6,scattered clouds
614,Sisimiut,GL,66.9395,-53.6735,6.75,89,100,11.36,light snow
615,Krasnyy Chikoy,RU,50.3643,108.7512,1.71,95,100,3.13,overcast clouds
616,Puerto Ayacucho,VE,5.6639,-67.6236,83.25,48,84,7.63,broken clouds
617,Soyo,AO,-6.1349,12.3689,77.4,87,82,6.38,broken clouds
618,Jiangyou,CN,31.7667,104.7167,41.94,79,51,3.33,broken clouds
619,Umba,RU,66.6871,34.3429,11.03,91,100,9.6,overcast clouds
620,Henties Bay,NA,-22.116,14.2845,66.85,83,85,2.89,overcast clouds
621,Naifaru,MV,5.4444,73.3657,82.36,71,1,16.55,clear sky
622,Nichinan,JP,31.6,131.3667,44.28,46,100,2.26,overcast clouds
623,Thai Binh,VN,20.45,106.3333,55.4,76,100,5.55,overcast clouds
624,Zhangye,CN,38.9342,100.4517,24.64,26,42,3.31,scattered clouds
625,Prudentopolis,BR,-25.2131,-50.9778,66.81,85,46,1.25,scattered clouds
626,Russell,US,32.3502,-85.1999,60.08,51,0,4.61,clear sky
627,Padang,ID,-0.9492,100.3543,77.05,79,100,2.55,overcast clouds
628,La Rioja,ES,42.25,-2.5,43.32,86,4,7.02,clear sky
629,Luena,AO,-11.7833,19.9167,60.17,94,73,1.63,broken clouds
630,Quelimane,MZ,-17.8786,36.8883,72.25,94,6,2.1,clear sky
631,Visnes,NO,59.3556,5.2242,39.58,75,75,29.93,drizzle
632,Yangjiang,CN,21.85,111.9667,54.95,89,99,9.31,overcast clouds
633,Sehore,IN,23.2,77.0833,58.17,60,0,2.24,clear sky
634,La Asuncion,VE,11.0333,-63.8628,76.14,85,0,13.82,clear sky
635,Peterhead,GB,57.5058,-1.7981,43.57,86,100,14.18,overcast clouds
636,La Paz,BO,-16.5,-68.15,48.18,93,75,6.91,fog
637,Springbok,ZA,-29.6643,17.8865,65.95,77,87,2.42,overcast clouds
638,Stepnyak,KZ,52.8339,70.7803,3.72,93,35,7.63,scattered clouds
639,Newcastle,AU,-32.9272,151.7765,73.81,97,100,5.99,moderate rain
640,Misratah,LY,32.3754,15.0925,55.13,55,30,26.13,scattered clouds
641,Maningrida,AU,-12.0667,134.2667,86.47,65,66,13.85,light rain
642,Wooster,US,40.8051,-81.9351,44.85,59,0,6.91,clear sky
643,Lochgilphead,GB,56.038,-5.4321,47.39,97,100,4.85,overcast clouds
644,Inuvik,CA,68.3499,-133.7218,-13.94,80,20,6.91,few clouds
645,Kitui,KE,-1.367,38.0106,61.9,87,99,2.33,overcast clouds
646,Teguise,ES,29.0605,-13.564,66.42,46,0,11.5,clear sky
647,Aksu,CN,41.1231,80.2644,20.84,56,0,1.41,clear sky
648,Noumea,NC,-22.2763,166.4572,85.98,68,93,8.9,overcast clouds
649,Warrington,GB,53.3925,-2.5802,51.91,91,100,11.99,overcast clouds
650,Barcelona,ES,41.3888,2.159,53.47,65,0,11.01,clear sky
651,Lafiagi,NG,8.8667,5.4167,70.72,17,0,3.18,clear sky
652,Yarada,IN,17.65,83.2667,68.32,100,20,2.3,mist
653,Jieshi,CN,22.8134,115.8257,56.95,82,96,18.59,light rain
654,Bonthe,SL,7.5264,-12.505,76.73,89,99,2.59,overcast clouds
655,Galveston,US,29.3669,-94.9669,66.18,92,100,1.01,mist
656,Hay River,CA,60.8156,-115.7999,-18.42,69,20,3.44,few clouds
657,Carlisle,US,40.2015,-77.1889,32.76,72,90,4.72,overcast clouds
658,Bow Island,CA,49.8668,-111.3684,0.61,78,100,0.0,overcast clouds
659,Sindi,IN,20.8,78.8667,56.28,42,5,4.12,clear sky
660,Nizhnyaya Omka,RU,55.4338,74.9426,-4.81,100,100,4.03,overcast clouds
661,Ancud,CL,-41.8697,-73.8203,60.22,94,100,4.88,overcast clouds
662,Marsabit,KE,2.3284,37.9899,69.66,46,99,6.24,overcast clouds
663,Neuquen,AR,-38.9516,-68.0591,89.49,23,0,9.22,clear sky
664,Martapura,ID,-3.4167,114.85,78.89,89,20,0.0,few clouds
665,Krasnokholmskiy,RU,55.9873,55.0466,27.97,92,100,12.97,overcast clouds
666,San Juan,AR,-31.5375,-68.5364,71.04,61,100,19.42,moderate rain
667,Bolivar,US,37.6145,-93.4105,54.9,97,100,16.73,moderate rain
668,Havelock,US,34.8791,-76.9013,43.93,76,0,3.0,clear sky
669,Jalu,LY,29.0331,21.5482,52.9,38,9,9.37,clear sky
670,Ustka,PL,54.5805,16.8619,36.05,93,100,15.61,overcast clouds
671,Pecos,US,31.4229,-103.4932,62.31,17,0,4.61,clear sky
672,Kilindoni,TZ,-7.9139,39.6668,79.36,82,100,8.97,moderate rain
673,Fenoarivo,MG,-18.933,47.4354,59.07,94,40,3.44,scattered clouds
674,Lakes Entrance,AU,-37.8811,147.981,64.17,52,64,14.85,broken clouds
675,Tavricheskoye,RU,54.5851,73.6395,12.11,100,100,4.23,overcast clouds
676,The Pas,CA,53.8251,-101.2541,-12.98,70,0,2.3,clear sky
677,Tartagal,AR,-22.5164,-63.8013,76.42,53,38,4.92,scattered clouds
678,Yarkovo,RU,57.4028,67.0786,16.61,93,100,9.46,overcast clouds
679,Srednyaya Akhtuba,RU,48.7089,44.8667,28.06,95,100,6.51,light snow
680,Aswan,EG,24.0934,32.907,51.1,53,0,4.61,clear sky
681,Ola,RU,59.5833,151.2833,6.8,77,98,11.45,overcast clouds
682,Mecca,SA,21.4267,39.8261,67.12,40,0,1.9,clear sky
683,Northam,GB,51.0333,-4.2167,49.6,90,100,15.39,overcast clouds
